txn_id,source_system,amount,currency,txn_date,settlement_delay,reference_similarity,match_probability,anomaly_score,sla_remaining,final_decision,override_flag,decision_cost
TXN_104783,SOURCE_B,1311.38,USD,2026-01-22 18:06:56,3,0.48,0.48,0.94,272,EXCEPTION,0,2000
TXN_104784,SOURCE_B,1626.07,USD,2026-01-19 08:04:54,3,0.98,0.98,0.02,55,AUTO_RECONCILED,0,0
TXN_104785,SOURCE_C,973.45,USD,2026-01-14 05:42:38,1,0.96,0.96,0.63,43,EXCEPTION,0,2000
TXN_104786,SOURCE_C,8761.94,USD,2026-01-29 02:31:28,0,0.93,0.93,0.44,434,OPS_REVIEW,1,500
TXN_104787,SOURCE_B,540.19,USD,2026-01-28 14:23:11,3,0.79,0.79,0.91,310,EXCEPTION,0,2000
TXN_104788,SOURCE_A,21.34,USD,2026-01-13 20:30:04,3,0.74,0.74,0.25,64,OPS_REVIEW,0,0
TXN_104789,SOURCE_B,460.78,USD,2026-01-07 07:32:54,2,0.84,0.84,0.55,273,OPS_REVIEW,0,0
TXN_104790,SOURCE_B,2521.17,USD,2026-01-25 05:42:31,1,0.52,0.52,0.21,91,OPS_REVIEW,0,0
TXN_104791,SOURCE_B,3526.13,USD,2026-01-03 02:04:35,0,0.69,0.69,0.21,103,OPS_REVIEW,0,0
TXN_104792,SOURCE_C,592.29,USD,2026-01-14 17:28:04,0,0.71,0.71,0.29,295,OPS_REVIEW,0,0
TXN_104793,SOURCE_B,211.36,USD,2026-01-07 04:54:38,0,0.55,0.55,0.34,45,EXCEPTION,0,2000
TXN_104794,SOURCE_C,391.99,USD,2026-01-10 10:59:29,0,0.64,0.64,0.99,69,EXCEPTION,0,2000
TXN_104795,SOURCE_A,217.63,USD,2026-01-31 16:37:52,1,0.78,0.78,0.38,464,OPS_REVIEW,0,0
TXN_104796,SOURCE_C,651.64,USD,2026-01-26 01:19:07,2,0.85,0.85,0.86,17,EXCEPTION,0,2000
TXN_104797,SOURCE_A,261.0,USD,2026-01-31 22:07:20,3,0.87,0.87,0.59,287,OPS_REVIEW,0,0
TXN_104798,SOURCE_B,4778.02,USD,2026-01-27 02:49:42,3,0.42,0.42,0.76,347,EXCEPTION,0,2000
TXN_104799,SOURCE_C,246.68,USD,2026-01-01 04:10:53,0,0.96,0.96,0.57,256,OPS_REVIEW,0,0
TXN_104800,SOURCE_B,545.95,USD,2026-01-23 02:28:51,2,0.61,0.61,0.24,460,OPS_REVIEW,0,0
TXN_104801,SOURCE_C,2692.52,USD,2026-01-02 22:50:48,1,0.67,0.67,0.82,16,EXCEPTION,0,2000
TXN_104802,SOURCE_B,310.89,USD,2026-01-16 10:54:17,3,0.74,0.74,0.62,451,OPS_REVIEW,0,0
TXN_104803,SOURCE_C,2227.85,USD,2026-01-24 11:27:01,3,0.76,0.76,0.05,102,OPS_REVIEW,0,0
TXN_104804,SOURCE_C,5266.24,USD,2026-01-19 22:11:01,1,0.91,0.91,0.2,85,AUTO_RECONCILED,0,0
TXN_104805,SOURCE_B,7348.79,USD,2026-01-05 23:35:50,0,0.72,0.72,0.16,467,OPS_REVIEW,0,0
TXN_104806,SOURCE_B,103.53,USD,2026-01-12 21:36:57,0,0.52,0.52,0.46,444,OPS_REVIEW,0,0
TXN_104807,SOURCE_B,7009.57,USD,2026-01-16 21:17:12,3,0.94,0.94,0.9,222,EXCEPTION,0,2000
TXN_104808,SOURCE_A,307.4,USD,2026-01-19 20:23:37,0,0.8,0.8,0.95,225,EXCEPTION,0,2000
TXN_104809,SOURCE_C,9799.44,USD,2026-01-26 03:05:51,3,0.73,0.73,0.41,435,OPS_REVIEW,0,0
TXN_104810,SOURCE_C,22472.94,USD,2026-01-28 00:19:05,2,0.71,0.71,0.61,352,OPS_REVIEW,0,0
TXN_104811,SOURCE_A,816.48,USD,2026-01-22 02:27:25,2,0.61,0.61,0.33,290,OPS_REVIEW,0,0
TXN_104812,SOURCE_A,1883.67,USD,2026-01-21 03:34:32,0,0.98,0.98,0.81,462,EXCEPTION,0,2000
TXN_104813,SOURCE_C,364.29,USD,2026-01-09 13:56:36,2,0.76,0.76,0.34,384,OPS_REVIEW,0,0
TXN_104814,SOURCE_B,1291.02,USD,2026-01-13 22:34:58,1,0.59,0.59,0.51,455,OPS_REVIEW,0,0
TXN_104815,SOURCE_C,2113.78,USD,2026-01-17 12:37:21,3,0.7,0.7,0.22,21,EXCEPTION,0,2000
TXN_104816,SOURCE_A,616.56,USD,2026-01-20 16:58:06,0,0.46,0.46,0.07,469,OPS_REVIEW,0,0
TXN_104817,SOURCE_A,395.04,USD,2026-01-07 09:27:44,2,0.94,0.94,0.83,28,EXCEPTION,0,2000
TXN_104818,SOURCE_C,2404.99,USD,2026-01-05 08:13:10,3,0.64,0.64,0.57,173,OPS_REVIEW,0,0
TXN_104819,SOURCE_C,1050.54,USD,2026-01-12 14:44:44,0,0.82,0.82,0.62,407,OPS_REVIEW,0,0
TXN_104820,SOURCE_C,808.4,USD,2026-01-29 20:36:32,2,0.6,0.6,0.86,281,EXCEPTION,0,2000
TXN_104821,SOURCE_B,1993.62,USD,2026-01-22 19:59:11,3,0.75,0.75,0.23,92,OPS_REVIEW,0,0
TXN_104822,SOURCE_A,4030.39,USD,2026-01-30 04:48:51,0,0.88,0.88,0.91,96,EXCEPTION,0,2000
TXN_104823,SOURCE_B,2533.51,USD,2026-01-29 23:22:45,2,0.8,0.8,0.63,211,OPS_REVIEW,0,0
TXN_104824,SOURCE_C,1981.03,USD,2026-01-17 21:42:08,2,0.81,0.81,0.29,89,OPS_REVIEW,0,0
TXN_104825,SOURCE_A,655.63,USD,2026-01-29 23:54:34,2,0.7,0.7,0.83,443,EXCEPTION,0,2000
TXN_104826,SOURCE_A,3702.88,USD,2026-01-29 03:30:17,0,0.55,0.55,0.81,103,EXCEPTION,0,2000
TXN_104827,SOURCE_C,232.05,USD,2026-01-08 18:43:37,2,0.77,0.77,0.86,377,EXCEPTION,0,2000
TXN_104828,SOURCE_B,9024.34,USD,2026-01-13 06:16:09,0,0.68,0.68,0.56,437,OPS_REVIEW,1,500
TXN_104829,SOURCE_A,2538.57,USD,2026-01-21 10:32:11,1,0.54,0.54,0.66,125,OPS_REVIEW,0,0
TXN_104830,SOURCE_A,1105.45,USD,2026-01-27 16:35:09,3,0.93,0.93,0.02,414,AUTO_RECONCILED,0,0
TXN_104831,SOURCE_B,1479.7,USD,2026-01-30 05:56:49,0,0.84,0.84,0.87,469,EXCEPTION,0,2000
TXN_104832,SOURCE_C,3285.82,USD,2026-01-13 11:48:00,0,0.54,0.54,0.94,303,EXCEPTION,0,2000
TXN_104833,SOURCE_C,229.56,USD,2026-01-29 03:43:44,0,0.78,0.78,0.87,295,EXCEPTION,0,2000
TXN_104834,SOURCE_A,490.46,USD,2026-01-08 16:37:37,1,0.93,0.93,0.32,67,OPS_REVIEW,0,0
TXN_104835,SOURCE_A,3574.47,USD,2026-01-10 22:28:41,3,0.72,0.72,0.75,135,EXCEPTION,0,2000
TXN_104836,SOURCE_A,2812.84,USD,2026-01-14 22:51:03,2,0.6,0.6,0.33,438,OPS_REVIEW,1,500
TXN_104837,SOURCE_C,132.39,USD,2026-01-04 19:20:16,3,0.86,0.86,0.53,286,OPS_REVIEW,0,0
TXN_104838,SOURCE_C,4480.8,USD,2026-01-26 06:43:35,0,0.57,0.57,0.33,142,OPS_REVIEW,0,0
TXN_104839,SOURCE_A,1293.47,USD,2026-01-22 03:18:48,3,0.8,0.8,0.43,211,OPS_REVIEW,0,0
TXN_104840,SOURCE_C,2176.02,USD,2026-01-26 10:12:05,3,0.81,0.81,0.84,392,EXCEPTION,1,2500
TXN_104841,SOURCE_A,657.57,USD,2026-01-06 17:51:32,1,0.62,0.62,0.9,364,EXCEPTION,1,2500
TXN_104842,SOURCE_B,2576.74,USD,2026-01-21 23:10:28,0,0.62,0.62,0.45,271,OPS_REVIEW,1,500
TXN_104843,SOURCE_A,3387.02,USD,2026-01-26 21:42:12,2,0.45,0.45,0.84,100,EXCEPTION,0,2000
TXN_104844,SOURCE_B,1731.32,USD,2026-01-31 08:37:49,1,0.71,0.71,0.39,58,EXCEPTION,0,2000
TXN_104845,SOURCE_B,2685.43,USD,2026-01-16 01:31:59,1,0.91,0.91,0.29,34,AUTO_RECONCILED,1,500
TXN_104846,SOURCE_B,8973.38,USD,2026-01-18 17:51:36,1,0.67,0.67,0.81,270,EXCEPTION,0,2000
TXN_104847,SOURCE_C,6513.64,USD,2026-01-11 15:04:39,3,0.92,0.92,0.01,101,AUTO_RECONCILED,0,0
TXN_104848,SOURCE_B,7201.16,USD,2026-01-05 07:14:54,0,0.94,0.94,0.73,334,EXCEPTION,0,2000
TXN_104849,SOURCE_A,938.85,USD,2026-01-22 01:21:43,0,0.73,0.73,0.74,159,EXCEPTION,0,2000
TXN_104850,SOURCE_B,7938.51,USD,2026-01-19 12:55:12,0,0.87,0.87,0.73,305,EXCEPTION,0,2000
TXN_104851,SOURCE_B,397.24,USD,2026-01-31 13:10:45,1,0.84,0.84,0.18,236,OPS_REVIEW,0,0
TXN_104852,SOURCE_C,902.87,USD,2026-01-03 13:15:55,3,0.85,0.85,0.31,103,OPS_REVIEW,0,0
TXN_104853,SOURCE_A,1900.74,USD,2026-01-31 07:33:13,2,0.63,0.63,0.85,153,EXCEPTION,0,2000
TXN_104854,SOURCE_A,103.98,USD,2026-01-27 03:18:01,1,0.82,0.82,0.21,199,OPS_REVIEW,0,0
TXN_104855,SOURCE_B,6853.85,USD,2026-01-16 19:17:17,1,0.66,0.66,0.62,372,OPS_REVIEW,0,0
TXN_104856,SOURCE_C,623.88,USD,2026-01-11 23:05:15,0,0.57,0.57,0.54,77,OPS_REVIEW,0,0
TXN_104857,SOURCE_B,5159.83,USD,2026-01-27 00:25:14,1,0.98,0.98,0.46,82,OPS_REVIEW,0,0
TXN_104858,SOURCE_A,733.75,USD,2026-01-04 04:33:44,0,0.5,0.5,0.39,177,OPS_REVIEW,0,0
TXN_104859,SOURCE_C,7315.37,USD,2026-01-17 12:56:26,3,0.92,0.92,0.72,340,EXCEPTION,0,2000
TXN_104860,SOURCE_A,536.55,USD,2026-01-23 14:39:51,0,0.6,0.6,0.82,245,EXCEPTION,0,2000
TXN_104861,SOURCE_B,92.47,USD,2026-01-24 06:42:33,2,0.71,0.71,0.38,290,OPS_REVIEW,0,0
TXN_104862,SOURCE_A,4009.92,USD,2026-01-11 06:55:02,2,0.76,0.76,0.54,414,OPS_REVIEW,0,0
TXN_104863,SOURCE_C,2136.86,USD,2026-01-24 17:10:06,1,0.74,0.74,0.68,309,OPS_REVIEW,0,0
TXN_104864,SOURCE_B,1877.57,USD,2026-01-13 16:11:10,0,0.36,0.36,0.68,327,OPS_REVIEW,0,0
TXN_104865,SOURCE_B,913.62,USD,2026-01-18 22:30:01,0,0.97,0.97,0.82,193,EXCEPTION,1,2500
TXN_104866,SOURCE_B,1430.87,USD,2026-01-07 20:39:00,3,0.82,0.82,0.65,416,OPS_REVIEW,0,0
TXN_104867,SOURCE_B,787.28,USD,2026-01-01 12:26:33,0,0.77,0.77,0.97,429,EXCEPTION,0,2000
TXN_104868,SOURCE_C,795.81,USD,2026-01-30 14:08:31,2,0.63,0.63,0.98,47,EXCEPTION,0,2000
TXN_104869,SOURCE_B,2227.03,USD,2026-01-19 13:02:36,3,0.95,0.95,0.58,278,OPS_REVIEW,0,0
TXN_104870,SOURCE_B,5509.2,USD,2026-01-11 01:20:03,0,0.79,0.79,0.23,274,OPS_REVIEW,0,0
TXN_104871,SOURCE_A,964.56,USD,2026-01-22 12:15:49,1,0.9,0.9,0.32,413,OPS_REVIEW,1,500
TXN_104872,SOURCE_B,1474.24,USD,2026-01-05 23:36:29,0,0.77,0.77,0.1,257,OPS_REVIEW,0,0
TXN_104873,SOURCE_C,1932.28,USD,2026-01-01 17:41:26,1,0.73,0.73,0.27,336,OPS_REVIEW,0,0
TXN_104874,SOURCE_B,746.22,USD,2026-01-31 17:57:40,0,0.84,0.84,0.15,92,OPS_REVIEW,0,0
TXN_104875,SOURCE_C,994.92,USD,2026-01-27 15:24:33,0,0.68,0.68,0.18,109,OPS_REVIEW,0,0
TXN_104876,SOURCE_A,857.66,USD,2026-01-20 19:54:58,0,0.73,0.73,0.46,117,OPS_REVIEW,0,0
TXN_104877,SOURCE_A,500.02,USD,2026-01-22 16:11:05,3,0.77,0.77,0.16,446,OPS_REVIEW,1,500
TXN_104878,SOURCE_B,589.66,USD,2026-01-23 19:04:18,0,0.71,0.71,0.94,458,EXCEPTION,0,2000
TXN_104879,SOURCE_C,2033.8,USD,2026-01-04 03:40:39,0,0.55,0.55,0.23,33,EXCEPTION,0,2000
TXN_104880,SOURCE_A,989.76,USD,2026-01-29 22:21:05,0,0.51,0.51,0.46,252,OPS_REVIEW,0,0
TXN_104881,SOURCE_C,1735.33,USD,2026-01-19 00:42:12,3,0.77,0.77,0.87,20,EXCEPTION,0,2000
TXN_104882,SOURCE_C,2478.86,USD,2026-01-02 07:07:34,0,0.84,0.84,0.67,220,OPS_REVIEW,0,0
TXN_104883,SOURCE_A,485.62,USD,2026-01-10 04:12:58,1,0.89,0.89,0.86,277,EXCEPTION,0,2000
TXN_104884,SOURCE_B,1423.89,USD,2026-01-27 10:51:58,0,0.71,0.71,0.49,320,OPS_REVIEW,0,0
TXN_104885,SOURCE_C,963.46,USD,2026-01-01 05:14:25,0,0.9,0.9,0.57,211,OPS_REVIEW,1,500
TXN_104886,SOURCE_A,332.38,USD,2026-01-17 14:23:05,2,0.62,0.62,0.82,24,EXCEPTION,0,2000
TXN_104887,SOURCE_B,441.87,USD,2026-01-13 13:01:06,0,0.62,0.62,0.88,17,EXCEPTION,0,2000
TXN_104888,SOURCE_C,1539.19,USD,2026-01-29 03:04:29,0,0.66,0.66,0.55,79,OPS_REVIEW,0,0
TXN_104889,SOURCE_C,1250.64,USD,2026-01-16 06:50:02,0,0.8,0.8,0.65,336,OPS_REVIEW,0,0
TXN_104890,SOURCE_B,6091.45,USD,2026-01-07 17:43:22,1,0.73,0.73,0.48,213,OPS_REVIEW,0,0
TXN_104891,SOURCE_B,468.06,USD,2026-01-27 04:05:38,0,0.56,0.56,0.82,52,EXCEPTION,1,2500
TXN_104892,SOURCE_B,732.69,USD,2026-01-12 18:27:01,0,0.57,0.57,0.15,418,OPS_REVIEW,0,0
TXN_104893,SOURCE_C,4392.81,USD,2026-01-31 21:29:17,2,0.92,0.92,0.47,313,OPS_REVIEW,0,0
TXN_104894,SOURCE_B,362.06,USD,2026-01-02 11:12:03,3,0.82,0.82,0.4,285,OPS_REVIEW,0,0
TXN_104895,SOURCE_B,3466.56,USD,2026-01-06 21:29:17,1,0.83,0.83,0.98,87,EXCEPTION,0,2000
TXN_104896,SOURCE_B,747.82,USD,2026-01-20 13:19:14,0,0.55,0.55,0.24,347,OPS_REVIEW,0,0
TXN_104897,SOURCE_B,149.91,USD,2026-01-20 05:56:38,0,0.8,0.8,0.45,66,OPS_REVIEW,0,0
TXN_104898,SOURCE_A,230.19,USD,2026-01-28 20:14:54,0,0.65,0.65,0.09,72,OPS_REVIEW,0,0
TXN_104899,SOURCE_C,582.94,USD,2026-01-23 08:22:56,0,0.69,0.69,0.71,41,EXCEPTION,0,2000
TXN_104900,SOURCE_C,125.35,USD,2026-01-16 23:47:53,0,0.41,0.41,0.05,380,OPS_REVIEW,0,0
TXN_104901,SOURCE_A,6148.87,USD,2026-01-25 00:00:52,2,0.86,0.86,0.61,320,OPS_REVIEW,0,0
TXN_104902,SOURCE_A,653.72,USD,2026-01-01 15:04:45,3,0.81,0.81,0.29,330,OPS_REVIEW,0,0
TXN_104903,SOURCE_B,1116.29,USD,2026-01-14 13:46:40,0,0.85,0.85,0.81,175,EXCEPTION,0,2000
TXN_104904,SOURCE_C,413.02,USD,2026-01-19 03:59:39,0,0.87,0.87,0.01,459,OPS_REVIEW,0,0
TXN_104905,SOURCE_B,857.85,USD,2026-01-04 05:24:50,0,0.86,0.86,0.01,248,OPS_REVIEW,0,0
TXN_104906,SOURCE_C,1042.59,USD,2026-01-31 16:05:15,0,0.76,0.76,0.95,452,EXCEPTION,0,2000
TXN_104907,SOURCE_B,2258.35,USD,2026-01-23 08:50:36,1,0.64,0.64,0.31,314,OPS_REVIEW,0,0
TXN_104908,SOURCE_A,254.14,USD,2026-01-18 08:10:25,2,0.66,0.66,0.98,477,EXCEPTION,0,2000
TXN_104909,SOURCE_A,2767.32,USD,2026-01-22 22:39:33,3,0.94,0.94,0.99,216,EXCEPTION,0,2000
TXN_104910,SOURCE_A,31.7,USD,2026-01-03 16:52:32,0,0.84,0.84,0.22,164,OPS_REVIEW,0,0
TXN_104911,SOURCE_C,1743.86,USD,2026-01-17 22:40:30,3,0.63,0.63,0.02,195,OPS_REVIEW,0,0
TXN_104912,SOURCE_A,172.68,USD,2026-01-09 16:42:18,1,0.8,0.8,0.13,381,OPS_REVIEW,0,0
TXN_104913,SOURCE_B,3956.84,USD,2026-01-06 11:51:58,2,0.51,0.51,0.39,110,OPS_REVIEW,0,0
TXN_104914,SOURCE_B,176.76,USD,2026-01-17 00:14:32,0,0.51,0.51,0.5,479,OPS_REVIEW,0,0
TXN_104915,SOURCE_C,782.07,USD,2026-01-08 22:00:29,3,0.74,0.74,0.52,142,OPS_REVIEW,0,0
TXN_104916,SOURCE_C,1056.84,USD,2026-01-05 02:11:45,2,0.66,0.66,0.18,225,OPS_REVIEW,0,0
TXN_104917,SOURCE_C,1821.59,USD,2026-01-07 20:10:56,3,0.55,0.55,0.18,438,OPS_REVIEW,0,0
TXN_104918,SOURCE_A,2179.28,USD,2026-01-29 06:14:03,0,0.7,0.7,0.41,208,OPS_REVIEW,0,0
TXN_104919,SOURCE_C,408.98,USD,2026-01-14 10:17:57,0,0.89,0.89,0.72,103,EXCEPTION,0,2000
TXN_104920,SOURCE_C,551.92,USD,2026-01-28 09:55:17,3,0.92,0.92,0.56,232,OPS_REVIEW,0,0
TXN_104921,SOURCE_C,1223.03,USD,2026-01-01 23:06:14,0,0.91,0.91,0.72,140,EXCEPTION,0,2000
TXN_104922,SOURCE_C,2663.47,USD,2026-01-05 08:40:02,0,0.78,0.78,0.11,262,OPS_REVIEW,0,0
TXN_104923,SOURCE_A,320.9,USD,2026-01-24 15:04:18,2,0.82,0.82,0.77,413,EXCEPTION,0,2000
TXN_104924,SOURCE_B,386.22,USD,2026-01-23 05:30:26,1,0.75,0.75,0.83,207,EXCEPTION,0,2000
TXN_104925,SOURCE_A,1227.51,USD,2026-01-15 19:55:32,3,0.9,0.9,0.12,262,OPS_REVIEW,0,0
TXN_104926,SOURCE_A,1605.23,USD,2026-01-13 23:16:13,0,0.71,0.71,0.5,195,OPS_REVIEW,0,0
TXN_104927,SOURCE_B,1370.55,USD,2026-01-01 16:18:12,1,0.64,0.64,0.06,264,OPS_REVIEW,0,0
TXN_104928,SOURCE_C,466.13,USD,2026-01-16 22:22:43,2,0.42,0.42,0.26,216,OPS_REVIEW,0,0
TXN_104929,SOURCE_C,1172.5,USD,2026-01-12 16:29:39,1,0.58,0.58,0.96,336,EXCEPTION,0,2000
TXN_104930,SOURCE_C,433.47,USD,2026-01-11 08:12:04,0,0.92,0.92,0.88,354,EXCEPTION,0,2000
TXN_104931,SOURCE_A,10256.16,USD,2026-01-18 11:55:43,2,0.93,0.93,0.22,84,AUTO_RECONCILED,0,0
TXN_104932,SOURCE_B,9611.79,USD,2026-01-02 09:58:15,2,0.91,0.91,0.43,120,OPS_REVIEW,0,0
TXN_104933,SOURCE_A,3266.22,USD,2026-01-18 12:17:25,3,0.79,0.79,0.26,306,OPS_REVIEW,1,500
TXN_104934,SOURCE_A,1247.9,USD,2026-01-13 05:21:41,1,0.93,0.93,0.6,245,OPS_REVIEW,0,0
TXN_104935,SOURCE_B,623.35,USD,2026-01-07 05:05:22,0,0.73,0.73,0.21,33,EXCEPTION,0,2000
TXN_104936,SOURCE_A,1047.41,USD,2026-01-25 08:15:28,2,0.7,0.7,0.14,411,OPS_REVIEW,0,0
TXN_104937,SOURCE_A,431.75,USD,2026-01-22 10:39:10,2,0.84,0.84,0.66,144,OPS_REVIEW,0,0
TXN_104938,SOURCE_C,453.28,USD,2026-01-05 08:26:03,3,0.7,0.7,0.14,205,OPS_REVIEW,0,0
TXN_104939,SOURCE_B,89.25,USD,2026-01-28 10:01:53,0,0.67,0.67,0.8,268,EXCEPTION,0,2000
TXN_104940,SOURCE_A,1428.71,USD,2026-01-08 02:17:04,2,0.53,0.53,0.9,468,EXCEPTION,0,2000
TXN_104941,SOURCE_B,446.35,USD,2026-01-10 00:57:21,1,0.61,0.61,0.45,469,OPS_REVIEW,0,0
TXN_104942,SOURCE_B,599.7,USD,2026-01-20 12:31:57,1,0.68,0.68,0.25,34,EXCEPTION,0,2000
TXN_104943,SOURCE_B,681.53,USD,2026-01-25 05:36:34,0,0.89,0.89,0.8,165,EXCEPTION,0,2000
TXN_104944,SOURCE_A,376.18,USD,2026-01-11 06:04:02,3,0.46,0.46,0.11,427,OPS_REVIEW,0,0
TXN_104945,SOURCE_B,846.25,USD,2026-01-03 20:39:09,0,0.96,0.96,0.87,234,EXCEPTION,0,2000
TXN_104946,SOURCE_C,667.8,USD,2026-01-05 23:29:09,3,0.66,0.66,0.9,19,EXCEPTION,0,2000
TXN_104947,SOURCE_B,3111.99,USD,2026-01-02 06:34:19,3,0.54,0.54,0.06,381,OPS_REVIEW,0,0
TXN_104948,SOURCE_A,504.08,USD,2026-01-05 23:58:39,2,0.78,0.78,0.28,348,OPS_REVIEW,1,500
TXN_104949,SOURCE_B,153.66,USD,2026-01-31 06:51:46,1,0.92,0.92,0.66,425,OPS_REVIEW,0,0
TXN_104950,SOURCE_C,1687.06,USD,2026-01-30 18:48:45,1,0.54,0.54,0.87,93,EXCEPTION,0,2000
TXN_104951,SOURCE_A,630.06,USD,2026-01-12 03:24:43,1,0.53,0.53,0.83,220,EXCEPTION,0,2000
TXN_104952,SOURCE_B,13309.35,USD,2026-01-06 23:07:26,2,0.65,0.65,0.23,379,OPS_REVIEW,0,0
TXN_104953,SOURCE_C,1029.68,USD,2026-01-06 21:13:12,1,0.74,0.74,0.88,130,EXCEPTION,0,2000
TXN_104954,SOURCE_B,1107.56,USD,2026-01-14 13:58:15,2,0.62,0.62,0.88,354,EXCEPTION,0,2000
TXN_104955,SOURCE_B,553.7,USD,2026-01-26 23:55:46,0,0.94,0.94,0.28,109,AUTO_RECONCILED,0,0
TXN_104956,SOURCE_A,1953.76,USD,2026-01-19 18:55:35,0,0.65,0.65,0.46,418,OPS_REVIEW,0,0
TXN_104957,SOURCE_B,4356.88,USD,2026-01-21 05:55:10,2,0.66,0.66,0.11,314,OPS_REVIEW,0,0
TXN_104958,SOURCE_A,230.12,USD,2026-01-02 12:41:29,0,0.91,0.91,0.67,281,OPS_REVIEW,0,0
TXN_104959,SOURCE_A,264.45,USD,2026-01-10 16:23:48,2,0.63,0.63,0.16,445,OPS_REVIEW,0,0
TXN_104960,SOURCE_A,339.09,USD,2026-01-21 09:14:27,0,0.91,0.91,0.14,214,AUTO_RECONCILED,0,0
TXN_104961,SOURCE_A,3355.91,USD,2026-01-15 12:48:37,2,0.63,0.63,0.89,463,EXCEPTION,0,2000
TXN_104962,SOURCE_B,471.6,USD,2026-01-26 13:50:01,3,0.95,0.95,0.75,58,EXCEPTION,0,2000
TXN_104963,SOURCE_A,3048.82,USD,2026-01-03 11:30:16,1,0.86,0.86,0.97,315,EXCEPTION,0,2000
TXN_104964,SOURCE_A,621.62,USD,2026-01-10 00:35:46,1,0.3,0.3,0.18,409,OPS_REVIEW,0,0
TXN_104965,SOURCE_C,954.77,USD,2026-01-24 14:10:17,3,0.43,0.43,0.09,462,OPS_REVIEW,0,0
TXN_104966,SOURCE_B,1371.79,USD,2026-01-20 00:11:44,3,0.52,0.52,0.5,199,OPS_REVIEW,0,0
TXN_104967,SOURCE_B,323.47,USD,2026-01-02 21:51:52,3,0.6,0.6,0.85,224,EXCEPTION,0,2000
TXN_104968,SOURCE_B,2186.18,USD,2026-01-25 09:39:36,3,0.66,0.66,0.06,464,OPS_REVIEW,0,0
TXN_104969,SOURCE_B,877.06,USD,2026-01-11 08:42:31,2,0.72,0.72,0.26,418,OPS_REVIEW,0,0
TXN_104970,SOURCE_B,2059.29,USD,2026-01-31 17:35:29,0,0.54,0.54,0.62,167,OPS_REVIEW,1,500
TXN_104971,SOURCE_B,383.02,USD,2026-01-22 07:10:06,0,0.77,0.77,0.12,300,OPS_REVIEW,0,0
TXN_104972,SOURCE_B,60347.14,USD,2026-01-26 21:43:58,0,0.8,0.8,0.39,42,EXCEPTION,0,2000
TXN_104973,SOURCE_A,1363.22,USD,2026-01-12 00:54:56,1,0.8,0.8,0.87,20,EXCEPTION,1,2500
TXN_104974,SOURCE_A,266.78,USD,2026-01-28 10:27:24,2,0.84,0.84,0.45,335,OPS_REVIEW,0,0
TXN_104975,SOURCE_A,2045.73,USD,2026-01-05 13:51:40,0,0.79,0.79,0.82,284,EXCEPTION,0,2000
TXN_104976,SOURCE_B,21267.29,USD,2026-01-18 09:19:38,1,0.53,0.53,0.68,156,OPS_REVIEW,0,0
TXN_104977,SOURCE_A,3592.55,USD,2026-01-31 23:24:43,0,0.64,0.64,0.49,131,OPS_REVIEW,0,0
TXN_104978,SOURCE_C,840.73,USD,2026-01-17 17:00:46,0,0.7,0.7,0.89,148,EXCEPTION,0,2000
TXN_104979,SOURCE_B,2286.8,USD,2026-01-13 22:44:47,3,0.59,0.59,0.8,330,EXCEPTION,0,2000
TXN_104980,SOURCE_A,214.9,USD,2026-01-08 08:14:31,0,0.72,0.72,0.19,54,EXCEPTION,0,2000
TXN_104981,SOURCE_B,1258.52,USD,2026-01-14 02:06:31,0,0.61,0.61,0.06,429,OPS_REVIEW,0,0
TXN_104982,SOURCE_B,177.79,USD,2026-01-09 22:53:05,0,0.89,0.89,0.6,465,OPS_REVIEW,0,0
TXN_104983,SOURCE_A,184.6,USD,2026-01-14 07:39:27,1,0.54,0.54,0.34,443,OPS_REVIEW,0,0
TXN_104984,SOURCE_A,1317.52,USD,2026-01-02 10:29:59,3,0.68,0.68,0.98,457,EXCEPTION,0,2000
TXN_104985,SOURCE_B,326.24,USD,2026-01-21 19:10:28,2,0.69,0.69,0.38,33,EXCEPTION,0,2000
TXN_104986,SOURCE_B,1618.45,USD,2026-01-31 17:43:54,0,0.8,0.8,0.68,63,OPS_REVIEW,0,0
TXN_104987,SOURCE_A,390.4,USD,2026-01-09 19:08:49,0,0.55,0.55,0.79,430,EXCEPTION,0,2000
TXN_104988,SOURCE_B,1851.58,USD,2026-01-22 00:46:16,0,0.5,0.5,0.8,247,EXCEPTION,0,2000
TXN_104989,SOURCE_A,2540.98,USD,2026-01-19 09:48:09,0,0.65,0.65,0.01,439,OPS_REVIEW,1,500
TXN_104990,SOURCE_B,817.18,USD,2026-01-19 06:52:19,0,0.83,0.83,0.18,125,OPS_REVIEW,0,0
TXN_104991,SOURCE_B,285.69,USD,2026-01-11 02:41:46,0,0.84,0.84,0.52,410,OPS_REVIEW,0,0
TXN_104992,SOURCE_B,663.08,USD,2026-01-15 19:09:57,0,0.88,0.88,0.59,105,OPS_REVIEW,0,0
TXN_104993,SOURCE_B,5169.19,USD,2026-01-31 02:01:30,3,0.85,0.85,0.8,45,EXCEPTION,0,2000
TXN_104994,SOURCE_A,401.47,USD,2026-01-09 22:34:49,3,0.68,0.68,0.86,377,EXCEPTION,0,2000
TXN_104995,SOURCE_C,4712.86,USD,2026-01-16 09:31:17,0,0.66,0.66,0.01,147,OPS_REVIEW,0,0
